id,MusicAccess,MusicAccessNo,Age,Gender,Ethnicity,Nationality,Sample,MARS1_1,MARS2_1,MARS3_1,MARS4_1,MARS5_1,MARS6_1,MARS7_1,MARS8_1,MARS9_1,MARS10_1,MARS11_1,MARS12_1,MARS13_1,MARS14_1,MARS15_1,POMSDSF1_1,POMSDSF2_1,POMSDSF3_1,POMSDSF4_1,POMSDSF5_1,POMSDSF6_1,POMSDSF7_1,POMSDSF8_1,Sadness_MIP,MIP_timing_3,POMSDSF1_2,POMSDSF2_2,POMSDSF3_2,POMSDSF4_2,POMSDSF5_2,POMSDSF6_2,POMSDSF7_2,POMSDSF8_2,Condition,Cond_Control,Control_timing_3,Cond_Chet,Chet_timing_3,Cond_SelfSelected,Cond_SS_Instructions,Cond_SS_Timer_3,SelfSelected_Song1,SelfSelected_Song2,POMSDSF1_3,POMSDSF2_3,POMSDSF3_3,POMSDSF4_3,POMSDSF5_3,POMSDSF6_3,POMSDSF7_3,POMSDSF8_3,MusicInfo4_1,RRQ1_1,RRQ2_1,RRQ3_1,RRQ4_1,RRQ5_1,RRQ6_1,RRQ7_1,RRQ8_1,RRQ9_1,RRQ10_1,RRQ11_1,RRQ12_1
56,1, ,20,0,1,Aus,1,6,6,2,2,2,5,5,6,6,2,6,6,3,5,6,0,1,1,0,1,0,0,0,1,306.695,1,2,2,2,2,2,1,1,2, , ,2,292.991, , , , , ,1,1,1,1,1,0,1,0,4,4,4,4,4,3,4,4,4,4,3,3,3
57,1, ,18,0,1,Australian,1,6,6,2,2,2,6,6,6,2,2,6,6,2,2,4,0,0,0,0,0,0,0,0,1,306.807,1,1,0,1,2,1,0,0,2, , ,2,283.64, , , , , ,1,1,1,2,1,2,1,2,5,4,4,3,4,4,2,2,4,2,1,4,4
58,1, ,19,1,2,China,1,5,5,2,3,3,4,5,5,4,2,4,4,5,3,4,1,0,1,0,0,0,0,0,1,307.067,1,1,1,0,0,0,1,0,2, , ,2,294.626, , , , , ,1,1,0,0,0,0,0,0,4,4,3,3,4,4,2,4,4,3,2,3,3
59,1, ,23,1,1,Australian,2,6,6,2,1,2,5,5,6,6,1,5,5,1,5,5,0,0,0,0,0,0,0,0,1,307.835,2,3,1,1,0,0,1,0,2, , ,2,305.863, , , , , ,2,3,1,1,0,1,0,0,5,3,4,4,4,4,1,4,4,2,3,4,3
60,1, ,19,1,1,Australian,1,5,4,2,1,3,6,7,5,5,1,3,5,1,4,5,0,0,0,0,0,0,0,0,1,308.542,3,4,3,0,1,3,3,0,2, , ,2,295.674, , , , , ,1,1,1,0,0,2,0,0,4,4,4,4,4,3,3,2,4,2,2,4,1
61,1, ,23,0,1,Australian,2,4,4,3,4,2,4,4,4,4,1,4,4,3,2,4,0,0,0,0,0,0,0,0,1,309.426,3,3,3,1,2,1,1,0,2, , ,2,294.523, , , , , ,0,2,2,0,0,0,0,0, ,2,3,5,4,3,3,4,4,3,2,3,4
62,1, ,18,1,1,Australian,1,6,5,3,1,2,5,5,5,5,2,4,5,2,1,2,0,0,0,0,0,0,0,0,1,309.915,0,1,1,0,0,0,0,0,2, , ,2,281.569, , , , , ,1,0,0,0,1,0,0,0,4,4,4,3,3,4,3,4,4,3,3,3,4
63,1, ,18,0,1,Australian,1,6,6,3,1,4,5,6,5,4,3,4,6,1,4,5,1,0,0,1,1,0,0,0,1,310.548,3,4,3,2,1,0,0,0,2, , ,2,280.749, , , , , ,3,3,4,3,3,3,2,1,5,4,4,4,4,4,2,4,5,2,1,4,3
64,1, ,20,1,1,Australian,2,2,4,7,4,3,5,5,4,5,4,4,3,5,2,4,0,0,0,1,1,0,1,2,1,310.735,1,1,1,2,1,1,2,2,2, , ,2,299.972, , , , , ,1,1,0,0,0,0,1,1,4,4,4,4,5,4,2,4,4,2,2,4,4
65,1, ,18,0,1,English,1,5,6,2,2,2,5,5,5,5,2,4,5,3,2,4,1,0,0,0,0,0,0,0,1,310.812,2,3,2,1,2,1,2,1,2, , ,2,297.441, , , , , ,2,3,3,3,3,2,3,3,5,3,2,2,4,4,2,4,4,2,3,4,4
66,1, ,20,1,1,Australian,2,4,5,5,2,2,4,5,4,3,1,6,4,3,2,5,2,1,2,0,1,0,0,0,1,311.237,3,2,2,0,1,1,0,0,2, , ,2,155.897, , , , , ,3,3,3,1,1,0,0,0, ,4,2,4,4,4,2,3,3,2,1,2,3
67,1, ,19,1,1,Australian,1,5,5,3,4,3,5,4,5,4,2,4,5,6,3,6,0,0,1,0,0,1,0,0,1,311.365,1,2,1,0,0,1,0,0,2, , ,2,293.09, , , , , ,0,0,1,0,0,0,0,0,4,4,4,4,4,5,1,4,4,1,1,4,4
70,1, ,19,1,2,Hong Kong,1,5,7,1,3,6,7,7,4,4,4,5,4,4,6,6,0,0,0,0,0,0,0,0,1,313.936,2,3,2,1,1,2,1,1,2, , ,2,285.074, , , , , ,1,2,1,0,0,0,0,0,4,2,3,5,4,3,2,5,5,3,1,3,4
71,1, ,18,1,1,Australian,2,7,5,2,2,2,5,6,5,5,2,5,7,2,4,5,0,1,0,1,0,0,0,0,1,314.358,3,4,1,0,1,2,0,1,2, , ,2,474.857, , , , , ,0,1,0,0,0,0,1,0,2,5,5,5,5,5,2,4,4,2,2,4,4
72,1, ,18,0,1,Australia,1,6,5,2,3,4,5,5,5,6,4,5,5,3,6,5,0,0,0,0,0,0,1,0,1,314.407,1,2,2,1,2,1,2,0,2, , ,2,299.138, , , , , ,2,2,3,2,2,1,2,0,4,4,4,4,4,4,2,5,4,2,3,4,4
73,1, ,24,1,1,Australian,2,7,5,2,1,1,6,6,6,6,1,6,6,1,4,5,0,0,0,0,0,0,0,0,1,314.416,2,2,2,1,1,1,2,1,2, , ,2,282.135, , , , , ,0,0,0,0,0,0,0,0,4,1,4,4,4,4,1,4,5,4,3,4,1
74,1, ,21,0,2,Australian,1,4,5,2,1,2,4,4,4,2,1,4,5,3,1,4,1,0,0,0,0,0,0,0,1,314.587,1,2,1,0,0,0,1,0,2, , ,2,289.897, , , , , ,1,1,1,0,1,0,0,0,4,3,5,4,5,5,1,5,5,2,2,3,4
75,1, ,23,1,1,Norwegian,1,7,6,1,1,3,7,6,6,4,2,5,5,2,4,6,0,0,0,0,1,0,0,0,1,314.849,0,1,1,0,0,0,0,0,2, , ,2,301.694, , , , , ,0,1,1,0,0,0,0,0,4,4,4,4,4,4,2,4,4,2,3,4,4
76,1, ,23,1,1,French,1,4,6,3,2,2,6,5,4,3,1,5,3,2,1,4,0,0,0,0,0,0,0,0,1,315.924,2,1,1,0,1,0,0,0,2, , ,2,294.786, , , , , ,0,1,2,0,0,0,0,0,4,2,2,4,3,1,4,3,4,4,4,2,2
77,1, ,21,1,1,Australian,2,6,6,2,4,5,7,4,4,2,1,6,5,3,4,6,4,2,3,2,4,1,4,3,1,317.881,4,4,3,4,2,2,3,3,2, , ,2,297.72, , , , , ,4,2,2,2,3,2,3,2,4,5,5,5,5,5,1,5,5,1,1,5,5
78,1, ,20,1,1,Australian,1,4,5,2,2,2,5,4,3,5,2,5,4,2,2,2,0,0,0,0,0,0,0,0,1,320.207,1,1,1,0,0,0,0,0,2, , ,2,283.423, , , , , ,1,1,1,1,0,0,0,0,3,4,4,4,4,4,2,4,4,2,2,4,4
79,1, ,25,1,1,Australia,1,4,5,1,3,4,6,4,5,4,3,5,4,4,5,7,1,0,0,0,1,0,0,0,1,320.385,4,4,0,0,0,1,0,0,2, , ,2,294.869, , , , , ,1,1,0,0,0,0,0,0,3,4,3,5,5,4,4,3,4,2,2,4,3
80,1, ,18,1,2,thai,1,6,5,4,5,5,6,6,5,5,4,2,4,3,3,3,0,0,1,0,0,0,0,0,1,321.361,2,2,1,1,2,1,3,0,2, , ,2,292.309, , , , , ,0,1,1,0,1,0,0,0,4,4,4,5,5,4,2,4,5,2,2,4,4
82,1, ,22,1,1,australian,1,6,4,2,2,5,4,6,5,4,2,4,4,3,2,4,1,0,0,1,1,0,0,0,1,321.572,2,3,2,1,1,1,1,0,2, , ,2,298.645, , , , , ,0,0,1,0,0,0,0,0,3,3,2,4,2,2,4,3,4,4,3,2,2
83,1, ,21,1,1,Australian,2,7,5,1,1,4,7,6,6,7,2,7,5,2,2,5,0,0,0,0,0,0,0,0,1,321.74,0,0,0,0,0,0,0,0,2, , ,2,302.369, , , , , ,0,0,1,0,0,0,0,0, ,4,5,5,5,5,1,5,5,5,1,5,5
84,1, ,18,0,1,Australian,1,6,6,2,2,2,7,6,6,4,3,5,4,2,2,4,1,1,1,1,1,1,1,1,1,322.986,1,1,2,2,2,2,1,2,2, , ,2,294.006, , , , , ,2,2,1,2,1,1,2,2,4,3,4,4,3,4,2,4,4,2,3,3,3
85,1, ,21,1,1,Ecuadorian,1,6,6,2,2,2,6,6,6,6,2,7,6,3,2,6,2,1,1,1,0,0,1,1,1,323.22,3,3,2,1,1,0,1,1,2, , ,2,296.09, , , , , ,2,2,2,1,0,0,1,1,4,2,4,4,4,4,2,4,4,3,2,3,4
86,1, ,18,1,2,South Korean,1,6,7,1,4,4,7,6,7,7,2,4,7,4,6,6,0,0,1,0,0,0,0,0,1,325.876,1,3,2,1,0,0,1,1,2, , ,2,296.95, , , , , ,1,1,2,1,2,0,2,1,4,3,4,4,4,5,1,4,5,1,4,4,2
87,1, ,18,1,2,Chinese,1,7,5,3,4,4,5,5,5,5,4,3,4,4,3,5,0,0,0,0,0,0,0,0,1,326.122,1,2,1,1,0,1,0,0,2, , ,2,299.98, , , , , ,1,1,2,0,0,0,0,0,4,4,4,4,4,3,2,4,5,4,2,2,2
88,1, ,21,1,2,Chinese,1,4,7,2,6,1,7,7,7,7,1,5,7,2,4,7,0,0,0,0,0,0,0,0,1,326.655,1,3,0,1,1,0,1,0,2, , ,2,293.548, , , , , ,1,2,2,0,0,0,0,0,4,4,4,4,4,3,2,4,4,2,2,4,3
89,1, ,19,1,1,Australian-British,1,6,5,2,1,4,7,5,5,5,2,5,4,1,5,3,2,2,2,3,3,3,1,0,1,330.739,2,1,0,0,1,1,0,0,2, , ,2,281.662, , , , , ,1,1,0,0,0,1,0,0,4,3,4,5,5,5,1,5,5,1,1,4,4
90,1, ,21,0,1,Australian,1,6,5,3,7,2,5,5,5,5,2,4,4,3,2,4,1,0,0,0,1,1,0,0,1,331.442,1,1,1,0,0,0,0,0,2, , ,2,296.448, , , , , ,2,0,1,0,1,0,0,0,5,2,2,2,3,3,3,3,4,3,2,2,2
91,1, ,18,1,1,Australian,1,4,4,3,2,5,5,5,5,5,4,4,4,4,2,5,1,0,2,2,2,0,1,1,1,332.029,2,2,2,2,2,1,3,1,2, , ,2,292.733, , , , , ,1,1,2,1,1,1,1,1,3,4,5,4,5,5,2,5,4,2,1,4,5
92,1, ,19,1,2,Bruneian,1,5,4,2,2,4,4,4,4,4,3,4,4,4,3,3,0,0,1,1,1,0,1,1,1,334.468,3,3,2,1,1,1,1,1,2, , ,2,290.766, , , , , ,1,0,1,1,0,0,1,1,4,4,3,3,4,4,2,4,4,2,2,3,4
93,1, ,19,1,1,Australian,1,6,6,3,2,2,6,5,5,5,2,5,5,4,4,4,1,0,0,0,1,1,0,0,1,344.706,3,3,3,3,3,3,3,2,2, , ,2,294.844, , , , , ,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,5,4,4,2,4,4
95,1, ,21,0,1,Australian,2,5,6,2,4,3,6,5,5,7,2,5,6,2,1,5,1,0,0,1,1,0,0,2,1,351.043,2,3,2,0,0,1,0,0,2, , ,2,304.164, , , , , ,1,2,1,0,0,1,0,0,4,5,5,4,5,4,3,4,5,2,3,2,3
96,1, ,25,0,1,Aus,2,2,4,3,3,4,4,3,3,4,4,2,3,4,2,4,3,3,3,4,2,4,3,4,1,351.449,3,3,3,4,3,4,3,4,2, , ,2,409.203, , , , , ,4,4,3,4,3,4,4,4,3,4,4,4,4,3,3,4,3,3,2,3,4
97,1, ,18,0,1,Australian,1,5,5,3,2,3,4,6,3,4,2,3,4,3,1,4,0,0,0,0,1,0,0,0,1,362.095,1,2,1,0,0,1,1,0,2, , ,2,295.313, , , , , ,1,1,1,0,0,0,1,0,4,2,4,4,4,2,3,4,4,2,2,3,2
98,1, ,21,0,1,Australian,2,4,5,3,2,2,4,5,2,1,2,2,3,2,1,4,1,0,0,0,0,0,0,0,1,383.973,1,1,0,0,1,1,0,0,2, , ,2,306.117, , , , , ,0,0,2,1,1,1,1,0, ,3,2,2,2,3,3,2,4,2,4,3,2
99,1, ,23,0,1,Australian,2,4,5,6,1,4,4,5,4,5,1,2,5,2,2,5,1,0,0,1,1,0,0,1,1,411.406,1,1,0,0,1,0,0,1,2, , ,2,297.191, , , , , ,1,0,0,0,1,0,0,1, ,2,4,3,2,2,3,3,3,3,3,4,3
103,1, ,18,0,1,Australian,2,4,6,3,5,2,4,6,5,6,1,5,5,3,4,5,0,0,1,0,0,0,0,1,1,298.991,1,1,1,1,0,0,0,0,3, , , , ,3,1,285.02,Your Song - Elton John,Hotel California - Eagles,0,0,0,0,0,0,0,0,2,4,4,3,4,3,2,4,4,2,4,2,3
104,1, ,20,1,2,Chinese,1,6,6,3,4,5,5,6,4,5,2,5,5,6,4,5,1,1,1,2,2,1,1,1,1,302.27,3,3,3,3,3,2,2,3,3, , , , ,3,1,284.98,/,/,3,3,3,3,2,2,3,3,4,4,4,4,4,5,4,3,3,4,4,3,4
105,1, ,22,1,2,china,1,7,6,1,6,5,5,6,6,2,2,4,5,3,2,2,3,2,2,2,1,1,1,1,1,305.139,3,3,3,3,3,3,3,3,3, , , , ,3,1,284.999,Good boy-Bigbang,We like 2 party-Bigbang,0,0,0,0,0,0,0,0,2,4,4,4,2,4,2,2,4,4,3,3,3
106,1, ,18,0,1,Australian,1,5,7,3,2,6,5,7,6,6,2,5,4,2,2,6,0,0,0,1,1,0,1,0,1,305.176,1,2,1,0,1,1,0,0,3, , , , ,3,1,284.936,One more time- Daft Punk,CHVRCHES- Leave a trace,1,0,0,0,1,0,0,0,2,4,5,5,5,5,2,4,4,2,2,3,1
107,1, ,20,1,1,Australian,1,6,6,1,1,4,7,6,6,6,1,7,5,2,4,6,3,1,3,0,3,0,0,2,1,308.182,2,4,3,3,3,2,2,2,3, , , , ,3,1,284.993,Bullshit - Dune Rats, ,3,3,3,2,2,3,2,2,2,4,5,5,5,4,1,5,5,1,1,4,5
108,1, ,21,1,1,Australian,1,4,6,4,1,2,5,6,5,6,2,4,5,2,2,2,1,0,1,0,0,0,0,0,1,308.569,1,2,1,0,0,0,0,0,3, , , , ,3,1,285.002,Landslide - Fleetwood Mac,St Jude - Florence & The Machine,1,0,1,0,0,0,0,0,2,4,5,4,4,4,2,4,4,2,2,2,4
110,1, ,20,0,1,Australian,1,6,4,1,4,4,6,6,6,6,3,6,4,2,4,5,1,1,0,0,0,0,1,0,1,309.414,1,2,2,1,1,0,1,0,3, , , , ,3,1,285.007,Lullaby - Cat Empire, ,0,0,0,0,0,0,0,0,1,4,4,4,4,4,2,4,5,2,2,4,3
112,1, ,21,1,1,Australian,2,7,6,1,1,4,5,5,5,5,2,4,5,2,5,6,0,0,0,0,0,0,0,0,1,309.883,2,3,1,1,1,0,1,0,3, , , , ,3,1,283.326,Stay Up Late - Talking Heads,Crocodiles - Echo and The Bunnymen,0,0,0,0,0,0,0,0,2,1,2,4,4,4,3,3,3,2,3,3,2
113,1, ,20,1,1,Australian,2,5,5,2,1,4,6,6,6,5,2,4,5,3,4,6,0,0,0,0,0,0,0,0,1,310.021,3,3,3,2,2,4,2,1,3, , , , ,3,1,285.18,Daydreaming- Radiohead,Decks Dark- Radiohead,2,2,3,0,1,1,0,0,4,4,4,4,4,4,2,4,4,4,1,4,3
114,1, ,21,0,1,Australian,2,4,5,3,2,4,6,4,4,6,2,2,3,2,1,4,0,0,0,0,0,0,0,0,1,310.655,0,0,0,0,0,0,0,0,3, , , , ,3,1,285.004,Rebirth - Atlanta Awaits,Awake - Mutiny Within,0,0,0,0,0,0,0,0,1,3,3,3,4,4,2,4,4,3,4,3,2
115,1, ,21,0,1,Australian,2,7,7,1,1,4,7,6,4,5,2,5,4,2,5,7,3,3,1,1,4,0,2,0,1,311.065,3,3,2,2,3,0,1,0,3, , , , ,3,1,31.237,Nothing But The Blood - All Sons & Daughters,Little Do You Know - Alex & Sierra,2,1,0,0,2,0,0,0,4,4,4,5,5,5,2,5,4,2,3,3,5
116,1, ,20,1,5,Australian,1,6,6,2,1,1,5,7,6,2,1,4,6,1,4,5,0,0,0,0,0,0,0,0,1,311.131,1,1,1,0,0,0,1,0,3, , , , ,3,1,285.009,Arsonists Lullaby- Hozier, ,1,1,1,0,0,0,0,0,3,4,4,4,4,4,2,4,4,2,3,4,3
117,1, ,19,1,1,USA,1,5,6,3,2,3,5,5,5,5,3,5,5,4,5,5,1,1,1,0,0,0,0,0,1,311.316,2,3,2,1,2,1,1,0,3, , , , ,3,1,285.023,Fast Car - Tracy Chapman,Fred Astaire - San Cisco,1,1,0,0,0,0,0,0,2,5,4,4,4,4,2,4,4,2,2,4,3
